title,director,cast,country,release_year,rating,listed_in,description,type,is_adult,start_year,runtime,genres,average_rating,num_votes,year_added
the tiger hunter,Lena Khan,"Danny Pudi, Jon Heder, Rizwan Manji, Karen David, Iqbal Theba, Sam Page, Kevin Pollak, Parvesh Cheena, Michael McMillian",United States,2016,TV-14,"Comedies, Dramas, Independent Movies","It's 1979, and engineer Sami is excited to leave his Indian village for a job in Chicago. But he soon runs into problems achieving his American dream.",movie,False,2016,94,Comedy,6.0,943,2018
the tigers of scotland,Leanne Gater,Iain Glen,United Kingdom,2017,TV-G,Documentaries,"This documentary highlights the endangered existence of the Scottish wildcats, and the conservation efforts required to prevent their extinction.",movie,False,2017,55,Documentary,6.6,289,2018
the time machine,Simon Wells,"Guy Pearce, Samantha Mumba, Jeremy Irons, Mark Addy, Sienna Guillory, Phyllida Law, Alan Young, Omero Mumba, Yancey Arias, Orlando Jones","United States, United Arab Emirates",2002,PG-13,"Action & Adventure, Sci-Fi & Fantasy","Based on the H.G. Wells classic, this adventure follows a scientist and inventor who's determined to prove to doubters that time travel is possible.",movie,False,2002,96,"Action,Adventure,Sci-Fi",6.0,119161,2019
the time traveler's wife,Robert Schwentke,"Rachel McAdams, Eric Bana, Arliss Howard, Ron Livingston, Stephen Tobolowsky, Michelle Nolden, Jane McLean, Hailey McCann, Tatum McCann, Brooklynn Proulx, Alex Ferris",United States,2009,PG-13,"Dramas, Romantic Movies, Sci-Fi & Fantasy","Due to a genetic disorder, handsome librarian Henry involuntarily zips through time, appearing at various moments in the life of his true love.",movie,False,2009,107,"Drama,Fantasy,Romance",7.1,142065,2019
the titan,Lennart Ruff,"Sam Worthington, Taylor Schilling, Agyness Deyn, Nathalie Emmanuel, Noah Jupe, Corey Johnson, Aleksandar Jovanovic, Diego Boneta, Tom Wilkinson","United Kingdom, Spain, United States, Germany",2018,TV-MA,"Dramas, Sci-Fi & Fantasy, Thrillers","On a bleak future Earth, a soldier endures a radical genetic transformation to save humanity. But his wife fears he's becoming more creature than man.",movie,False,2018,97,"Drama,Mystery,Romance",4.8,28678,2018
the tourist,Florian Henckel von Donnersmarck,"Angelina Jolie, Johnny Depp, Paul Bettany, Timothy Dalton, Steven Berkoff, Rufus Sewell, Christian De Sica, Alessio Boni, Daniele Pecci, Giovanni Guidelli","United States, France, Italy, United Kingdom",2010,PG-13,"Action & Adventure, Romantic Movies",An American tourist seeking solace for his shattered heart instead finds it in danger again after encountering a beautiful Interpol agent.,movie,False,2010,103,"Action,Thriller",6.0,226714,2020
the tree of blood,Julio Medem,"Úrsula Corberó, Álvaro Cervantes, Najwa Nimri, Patricia López Arnaiz, Daniel Grao, Joaquín Furriel, Maria Molins, Emilio Gutiérrez Caba, Luisa Gavasa, José María Pou, Ángela Molina",Spain,2018,TV-MA,"Dramas, Independent Movies, International Movies","As a young couple write the story of their families' shared history, both reveal their relatives' dark secrets and one must make a painful confession.",movie,False,2018,130,Drama,6.4,2516,2019
the trial,Stefano Lodovichi,"Vittoria Puccini, Francesco Scianna, Camilla Filippi, Simone Colombari, Maurizio Lastrico, Alessandro Averone, Euridice Axen, Marco Baliani, Pia Lanciotti, Giordano De Plano, Roberto Herlitzka, Tommaso Ragno, Margherita Caviezel, Michele Morrone",Italy,2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","The murder of a teen girl impacts a public prosecutor linked to the victim, a lawyer seeking a career-making case and a suspect who says she's innocent.",tvSeries,False,2019,52,Crime,7.0,2335,2020
the trial,Stefano Lodovichi,"Vittoria Puccini, Francesco Scianna, Camilla Filippi, Simone Colombari, Maurizio Lastrico, Alessandro Averone, Euridice Axen, Marco Baliani, Pia Lanciotti, Giordano De Plano, Roberto Herlitzka, Tommaso Ragno, Margherita Caviezel, Michele Morrone",Italy,2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","The murder of a teen girl impacts a public prosecutor linked to the victim, a lawyer seeking a career-making case and a suspect who says she's innocent.",tvEpisode,False,2019,26,"Comedy,Fantasy,Horror",9.4,2667,2020
the trial,Stefano Lodovichi,"Vittoria Puccini, Francesco Scianna, Camilla Filippi, Simone Colombari, Maurizio Lastrico, Alessandro Averone, Euridice Axen, Marco Baliani, Pia Lanciotti, Giordano De Plano, Roberto Herlitzka, Tommaso Ragno, Margherita Caviezel, Michele Morrone",Italy,2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","The murder of a teen girl impacts a public prosecutor linked to the victim, a lawyer seeking a career-making case and a suspect who says she's innocent.",tvEpisode,False,2019,49,"Crime,Drama",7.9,445,2020
the trial of the chicago 7,Aaron Sorkin,"Sacha Baron Cohen, Eddie Redmayne, Yahya Abdul-Mateen II, Jeremy Strong, Mark Rylance, Joseph Gordon-Levitt, Michael Keaton, Frank Langella, John Carroll Lynch, Alex Sharp, John Doman, Ben Shenkman","United States, United Kingdom, India",2020,R,Dramas,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,movie,False,2020,129,"Drama,History,Thriller",7.8,127636,2020
the trials of gabriel fernandez,,,United States,2020,TV-MA,"Crime TV Shows, Docuseries",A boy’s brutal murder and the public trials of his guardians and social workers prompt questions about the system’s protection of vulnerable children.,tvMiniSeries,False,2020,331,"Crime,Documentary",8.2,8621,2020
the tribe,Fernando Colomo,"Paco León, Carmen Machi, Luis Bermejo, Maribel del Pino, Maite Sandoval, Arlette Torres, Marisol Aznar, María José Sarrate, Manuel Huedo, Artur Busquets",Spain,2018,TV-MA,"Comedies, International Movies","An executive-turned-viral sensation loses his reputation and his memory, but finds a new life with his biological mother and her empowered dance group.",movie,False,2018,90,"Comedy,Family",5.8,2364,2018
the tribes of palos verdes,"Brendan Malloy, Emmett Malloy","Jennifer Garner, Maika Monroe, Cody Fern, Justin Kirk, Noah Silver, Elisabeth Röhm, Goran Visnjic, Joely Fisher, Milo Gibson, Alex Neustaedter, Stevie Lynn Jones, Thomas Cocquerel, Alicia Silverstone",United States,2017,R,"Dramas, Independent Movies, Sports Movies","When a move to an exclusive seaside community sends her mother and twin brother into a downward spiral, teenager Medina finds solace in surfing.",movie,False,2017,104,Drama,5.9,2227,2019
the trigger effect,David Koepp,"Kyle MacLachlan, Elisabeth Shue, Dermot Mulroney, Richard T. Jones, Bill Smitrovich, Michael Rooker, Tori Kristiansen, Tyra Kristiansen",United States,1996,R,Thrillers,"When a power failure throws their suburban town into chaos, Matthew and his wife stoop to desperate measures to secure medication for their child.",movie,False,1996,94,"Drama,Thriller",5.7,6135,2018
the truth,,"Tay Ping Hui, Joanne Peh, Shaun Chen, Rebecca Lim, Zhu Houren, Richard Low",,2008,TV-14,"Crime TV Shows, International TV Shows, TV Action & Adventure","A devious businessman covets his partner's priceless treasure map, while a related murder case calls into question some biological family ties.",tvEpisode,False,2008,46,"Drama,Mystery,Sci-Fi",7.9,49,2017
the truth seekers,,"Chen Hanwei, Rebecca Lim, Desmond Tan, Yusuke Fukuchi",Singapore,2016,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","A veteran cop forms an agency dedicated to solving cold cases, including those related to the team members' own painful and mysterious pasts.",tvSeries,False,2016,45,Action,6.9,14,2017
the tudors,,"Jonathan Rhys Meyers, Henry Cavill, James Frain, Anthony Brophy, Guy Carleton, Sarah Bolger, Natalie Dormer, Max Brown, Nick Dunning, Rod Hallett, Maria Doyle Kennedy, Simon Ward","Ireland, Canada, United States, United Kingdom",2010,TV-MA,TV Dramas,All the splendor and scandal of England's 16th-century royal court comes to life in this series that follows notorious Tudor monarch Henry VIII.,tvEpisode,False,2010,51,Documentary,8.8,5,2018
the tuxedo,Kevin Donovan,"Jackie Chan, Jennifer Love Hewitt, Jason Isaacs, Debi Mazar, Ritchie Coster, Peter Stormare, Mia Cottet, Romany Malco, Daniel Kash",United States,2002,PG-13,"Action & Adventure, Comedies","After a government spy is hospitalized, New York City cab driver Jimmy unwillingly takes over the spy's role – with the aid of a computerized tuxedo.",movie,False,2002,98,"Action,Comedy,Sci-Fi",5.4,79924,2019
the twelve,Wouter Bouvijn,"Maaike Neuville, Charlotte De Bruyne, Tom Vermeir, Mieke De Groote, Johan Heldenbergh, Zouzou Ben Chikha, Peter Gorissen, Piet De Praitere, Maaike Cafmeyer, Josse De Pauw, Greet Verstraete, Koen De Sutter, Isabelle Van Hecke, Lynn Van Royen",Belgium,2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Twelve jurors — ordinary people with struggles of their own — must decide the case of a woman accused of killing her best friend and her own daughter.,tvSeries,False,2019,50,"Drama,Thriller",7.5,4046,2020
the twins effect ii,"Corey Yuen, Patrick Leung","Donnie Yen, Jaycee Chan, Charlene Choi, Gillian Chung, Wilson Chen Bo-Lin, Tony Leung Ka Fai, Qu Ying, Fan Bingbing, Xie Jing-jing, Daniel Wu, Edison Chen, Jackie Chan","Hong Kong, China",2004,TV-14,"Action & Adventure, Comedies, International Movies",An empress rules over a land where men are subservient to women. But a prophecy reveals that a boy will become king and restore the male regime.,movie,False,2004,106,"Action,Adventure,Comedy",4.9,2406,2019
the two popes,Fernando Meirelles,"Anthony Hopkins, Jonathan Pryce, Juan Minujín","United Kingdom, Italy",2019,PG-13,Dramas,"At a key turning point for the Catholic Church, Pope Benedict XVI forms a surprising friendship with the future Pope Francis. Inspired by true events.",movie,False,2019,125,"Biography,Comedy,Drama",7.6,110099,2019
the ugly truth,Robert Luketic,"Katherine Heigl, Gerard Butler, Eric Winter, John Michael Higgins, Bree Turner, Nick Searcy, Kevin Connolly, Cheryl Hines, Bonnie Somerville, Yvette Nicole Brown, Nate Corddry, Noah Matthews",United States,2009,R,"Comedies, Romantic Movies","A chauvinistic morning-show commentator tries to prove the relationship theories he espouses on a segment called ""The Ugly Truth.""",movie,False,2009,96,"Comedy,Romance",6.4,206471,2019
the ultimatum,,"Zoe Tay, Fann Wong, Li Nanxing, Tay Ping Hui, Elvin Ng, Felicia Chin, Jerry Yeo",Singapore,2009,TV-14,"International TV Shows, TV Dramas","Love and intrigue swirl around two women – one a champion of human rights, the other an ambitious businesswoman – who were switched at birth.",tvSeries,False,2009,45,Drama,5.4,5,2017
the unborn child,Poj Arnon,"Somchai Kemglad, Pitchanart Sakakorn, Chinaradi Anupongphichart, Arisara Thongborisut, Peerawit Boonark, Chudapha Chanthakhet, Ganthida Chaang",Thailand,2011,TV-MA,"Horror Movies, International Movies","A couple and their young daughter are haunted by a paranormal, malicious presence – which is soon linked to a temple and a series of abortions.",movie,False,2011,96,"Horror,Thriller",4.6,228,2018
the uncanny counter,,"Cho Byeong-kyu, Yu Jun-sang, Kim Se-jeong, Yeom Hye-ran, Ahn Seok-hwan, Moon Sook, Choi Yoon-young, Lee Hong-nae",South Korea,2020,TV-14,"International TV Shows, TV Action & Adventure, TV Dramas","Noodle shop employees by day and demon hunters by night, the Counters use special abilities to chase down malevolent spirits that prey on humans.",tvSeries,False,2020,65,"Action,Fantasy,Horror",8.1,2771,2020
the underclass,Pass Patthanakumjon,"Nannaphas Loetnamchoetsakun, Praewa Suthamphong, Sumitra Duangkaew, Tanutchai Wijitvongtong, Tarisa Preechatangkit, Natticha Chantaravareelekha, Miori Ohkubo, Pakwan Noijaiboon, Napaphat Worraphuttanon, Vathusiri Phuwapunyasiri, Rinrada Inthaisong, Suchaya Saenkhot, Mananya Kaoju, Kandis Wanarun, Ekapol Deebunmee, Panta Pattanaampaiwong, Rachaya Tupkunanon, Supasawad Buranawech, Thitirat Rojsangrat, Sawanee Utoomma, Phattharanarin Mueanarit, Chanyapuk Numprasop",Thailand,2020,TV-MA,"International TV Shows, TV Dramas, Teen TV Shows","After getting dropped from an elite program, a student gets tangled in the affairs of a high school gang while trying to find her own identity.",tvSeries,False,2020,55,Drama,6.0,35,2020
the unicorn,,"Walton Goggins, Rob Corddry, Michaela Watkins, Omar Benson Miller, Maya Lynne Robinson, Ruby Jay, Makenzie Moss",United States,2019,TV-14,"TV Comedies, TV Dramas","A widowed father of two girls navigates the world of dating, surprised to learn that many women consider him a hot commodity.",tvSeries,False,2019,22,"Comedy,Drama,Family",7.2,3400,2020
the unknown girl,"Jean-Pierre Dardenne, Luc Dardenne","Adèle Haenel, Olivier Bonnaud, Jérémie Renier, Louka Minnella, Christelle Cornil, Olivier Gourmet, Fabrizio Rongione, Thomas Doret","Belgium, France",2016,TV-MA,"Dramas, International Movies",A guilt-ridden doctor in a Belgian town tries to uncover the identity of a woman who died after being turned away from her office.,movie,False,2016,113,"Crime,Drama,Mystery",6.5,8315,2017
the unknown known,Errol Morris,"Donald Rumsfeld, Errol Morris",United States,2013,PG-13,Documentaries,"Donald Rumsfeld reviews his long political career, from his time in Congress to serving as secretary of defense under Gerald Ford and George W. Bush.",movie,False,2013,103,"Biography,Documentary,History",7.1,3951,2019
the unlisted,,"Vrund Rao, Ved Rao, Abigail Adriano, Miah Madden, Jean Hinchliffe, Nya Cofie, Saba Zaidi Abdi, Nicholas Brown, Virginie Laverdure, Avishma Lohith, Zenia Starr, Suzi Dougherty, Aria Ferris, Danny Kim, Annabel Wolfe",Australia,2019,TV-PG,"Kids' TV, TV Thrillers","When they learn of a secret plot to track and control kids, identical twins Dru and Kal team up with a band of runaway rebels to take back their world.",tvSeries,False,2019,22,"Family,Sci-Fi,Thriller",6.6,602,2019
the unmarried wife,Maryo J. De los Reyes,"Angelica Panganiban, Dingdong Dantes, Paulo Avelino, Maricar Reyes, Denise Laurel, Dimples Romana, Justin Cuyugan, Mart Escudero, Pamu Pamorada, Lei Andre Navarro, Irma Adlawan",Philippines,2016,TV-MA,"Dramas, International Movies, Romantic Movies","Tired of her husband's cheating, Anne begins a passionate new relationship – while still wondering if she should give her marriage another chance.",movie,False,2016,130,"Drama,Romance",6.0,161,2019
the untamed,,"Sean Xiao, Wang Yibo, Zoey Meng, Xuan Lu, Yu Bin, Wang Zhuocheng, Liu Haikuan, Zhu Zanjin, Wang Haoxuan, Ji Li",China,2019,TV-14,"International TV Shows, TV Action & Adventure, TV Mysteries","In a magical world of inter-clan rivalry, two soulmates face treacherous schemes and uncover a dark mystery linked to a tragic event in the past.",tvSeries,False,2019,50,"Action,Adventure,Comedy",8.9,3975,2019
the untold tales of armistead maupin,Jennifer M. Kroot,"Armistead Maupin, Neil Gaiman, Laura Linney, Ian McKellen, Amy Tan, Margaret Cho, Jonathan Groff, Amanda Palmer",United States,2017,TV-MA,"Documentaries, LGBTQ Movies","This documentary traces the life of ""Tales of the City"" author Armistead Maupin, from his conservative roots to his rise as an LGBTQ champion.",movie,False,2017,91,Documentary,7.6,545,2018
the vanished,Peter Facinelli,"Thomas Jane, Anne Heche, Jason Patric, John D. Hickman, Peter Facinelli, Alex Haydon, Aleksei Archer, Kristopher Wente",United States,2020,R,Thrillers,"When their daughter disappears during a family vacation, two terrified parents launch their own investigation that soon exposes local secrets.",movie,False,2020,115,"Action,Mystery,Thriller",5.7,7342,2021
the vatican tapes,Mark Neveldine,"Olivia Taylor Dudley, Michael Peña, Dougray Scott, Djimon Hounsou, Peter Andersson, Kathleen Robertson, John Patrick Amedori, Michael Paré, Alex Sparrow, Cas Anvar",United States,2015,PG-13,"Horror Movies, Thrillers",A young woman hospitalized for an infected wound becomes possessed by a satanic force that will take a priest and two Vatican exorcists to defeat.,movie,False,2015,91,"Horror,Thriller",4.8,14431,2020
the vault,Dan Bush,"Taryn Manning, Francesca Eastwood, James Franco, Scott Haze, Q'Orianka Kilcher, Keith Loneker, Clifton Collins Jr., Jeff Gum",United States,2017,TV-MA,"Horror Movies, Thrillers",A bank heist takes an unnerving turn when the three sibling robbers attempt to gain entrance into an subterranean vault with sinister secrets.,movie,False,2017,91,"Crime,Horror,Mystery",4.8,12270,2018
the visit,Oyefunke Fayoyin,"Nse Ikpe-Etim, Femi Jacobs, Blossom Chukwujekwu, Bayray McNwizu",,2015,TV-MA,"Dramas, Independent Movies, International Movies","The lives of uptight, conservative Chidi and Eugenia are thrown into disarray when a loudmouthed, hard-partying new couple moves in next door.",movie,False,2015,94,"Horror,Mystery,Thriller",6.2,115571,2020
the visit,Oyefunke Fayoyin,"Nse Ikpe-Etim, Femi Jacobs, Blossom Chukwujekwu, Bayray McNwizu",,2015,TV-MA,"Dramas, Independent Movies, International Movies","The lives of uptight, conservative Chidi and Eugenia are thrown into disarray when a loudmouthed, hard-partying new couple moves in next door.",tvEpisode,False,2015,43,Drama,7.9,139,2020
the visit,Oyefunke Fayoyin,"Nse Ikpe-Etim, Femi Jacobs, Blossom Chukwujekwu, Bayray McNwizu",,2015,TV-MA,"Dramas, Independent Movies, International Movies","The lives of uptight, conservative Chidi and Eugenia are thrown into disarray when a loudmouthed, hard-partying new couple moves in next door.",short,False,2015,11,Short,6.9,11,2020
the visit,Oyefunke Fayoyin,"Nse Ikpe-Etim, Femi Jacobs, Blossom Chukwujekwu, Bayray McNwizu",,2015,TV-MA,"Dramas, Independent Movies, International Movies","The lives of uptight, conservative Chidi and Eugenia are thrown into disarray when a loudmouthed, hard-partying new couple moves in next door.",short,False,2015,8,"Fantasy,Short,Thriller",9.3,25,2020
the walls of the moon,"Ossama Abu El Atta, Tarek Al Eryan","Mona Zaki, Asser Yassin, Amr Saad, Salwa Mohammed",Egypt,2015,TV-14,"Action & Adventure, Dramas, International Movies","After losing her eyesight in an accident, a woman lands in a love triangle as she looks for meaning in her life.",movie,False,2015,101,"Action,Drama,Mystery",5.8,344,2019
the wandering earth,Frant Gwo,"Jing Wu, Chuxiao Qu, Jinmai Zhao, Li Guangjie, Ng Man-Tat, Mike Kai Sui, Qu Jingjing, Yichi Zhang, Yang Haoyu, Arkady Sharogradsky, Hongchen Li, Lei Jiayin, Yi Yang, Zhigang Jiang, Huan Zhang",China,2019,TV-MA,"International Movies, Sci-Fi & Fantasy",A looming collision with Jupiter threatens Earth as humans search for a new star. The planet's fate now lies in the hands of a few unexpected heroes.,movie,False,2019,125,"Action,Sci-Fi",6.0,27413,2019
the warning,Daniel Calparsoro,"Raúl Arévalo, Aura Garrido, Hugo Arbues, Belén Cuesta, Antonio Dechent, Aitor Luna, Sergio Mur",Spain,2018,TV-MA,"International Movies, Thrillers","After his friend is shot, Jon finds a mathematical pattern behind deaths that occurred at the same location and sets out to warn the next young victim.",movie,False,2018,92,"Action,Adventure,Crime",5.9,5656,2018
the water diviner,Russell Crowe,"Russell Crowe, Olga Kurylenko, Yılmaz Erdoğan, Cem Yılmaz, Jai Courtney, Ryan Corr, James Fraser, Ben O'Toole, Steve Bastoni, Salih Kalyon","Australia, United States",2014,R,"Dramas, International Movies","Years after the presumed death of his three sons in battle, a grieving farmer journeys to Turkey to find them and return them to their homeland.",movie,False,2014,111,"Drama,History,War",7.0,72106,2019
the waterboy,Frank Coraci,"Adam Sandler, Kathy Bates, Henry Winkler, Fairuza Balk, Jerry Reed, Lawrence Gilliard Jr., Blake Clark, Peter Dante, Jonathan Loughran, Al Whiting",United States,1998,PG-13,"Comedies, Sports Movies",A water boy for a college football team has a rage that makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,movie,False,1998,90,"Comedy,Sport",6.2,150360,2017
the wedding curse,Chito S. Roño,"Kris Aquino, Claudine Barretto, Boots Anson-Roa, Glaiza De Castro, Jhong Hilario, Liza Lorena, Bernard Palanca, Wendell Ramos, Maja Salvador, Ronaldo Valdez",Philippines,2006,TV-PG,"Horror Movies, International Movies",Two weddings marred by tragedy lead the respective brides to believe that that they've been cursed by an old cultural superstition.,movie,False,2006,110,"Drama,Horror,Thriller",6.0,303,2019
the wedding party,Kemi Adetiba,"Adesua Etomi, Banky Wellington, Richard Mofe-Damijo, Sola Sobowale, Iretiola Doyle, Alibaba Akporobome, Zainab Balogun, Beverly Naya, Enyinna Nwigwe",Nigeria,2016,TV-14,"Comedies, Dramas, International Movies","As their big day arrives, a couple's lavish wedding plans turn into a nightmare of exes, fighting parents and uninvited guests.",movie,False,2016,112,"Comedy,Romance",4.7,190,2017
the wedding party,Kemi Adetiba,"Adesua Etomi, Banky Wellington, Richard Mofe-Damijo, Sola Sobowale, Iretiola Doyle, Alibaba Akporobome, Zainab Balogun, Beverly Naya, Enyinna Nwigwe",Nigeria,2016,TV-14,"Comedies, Dramas, International Movies","As their big day arrives, a couple's lavish wedding plans turn into a nightmare of exes, fighting parents and uninvited guests.",movie,False,2016,110,"Comedy,Romance",6.0,527,2017
the wedding party 2: destination dubai,Niyi Akinmolayan,"Enyinna Nwigwe, Daniella Down, Banky Wellington, Adesua Etomi, Somkele Iyamah, Iretiola Doyle, Sola Sobowale, Michael De Pinna, Lynita Crofford, Patience Ozokwor",Nigeria,2017,TV-14,"Comedies, International Movies, Romantic Movies","In this sequel to the 2016 hit ""The Wedding Party,"" a couple's date night ends in an accidental proposal, sparking a series of chaotic family events.",movie,False,2017,98,Comedy,4.7,239,2019
the week of,Robert Smigel,"Adam Sandler, Chris Rock, Steve Buscemi, Rachel Dratch, Allison Strong, Roland Buck III, Katie Hartman, Chloe Himmelman, Jake Lippmann, Jim Barone, June Gable",United States,2018,TV-14,Comedies,Two fathers with clashing views about their children's upcoming wedding struggle to keep it together during the chaotic week before the big day.,movie,False,2018,116,Comedy,5.2,19309,2018
the white helmets,Orlando von Einsiedel,,United Kingdom,2016,TV-PG,Documentaries,"As daily airstrikes pound civilian targets in Syria, a group of indomitable first responders risk their lives to rescue victims from the rubble.",short,False,2016,41,"Documentary,Short,War",7.5,7182,2016
the who was? show,,"Haley Tju, Adam Hochstetter, Kirrilee Berger, Lilla Crawford, Bentley Green, Zach Timson, Andrew Daly, H. Jon Benjamin",United States,2018,TV-PG,"Kids' TV, TV Comedies",Fresh voices bring some of the most famous names in history to life. A live-action sketch comedy show based on the series of best-selling books.,tvSeries,False,2018,25,"Adventure,Comedy,Family",6.7,530,2018
the willoughbys,Kris Pearn,"Will Forte, Maya Rudolph, Ricky Gervais, Alessia Cara, Terry Crews, Jane Krakowski, Martin Short, Seán Cullen","Canada, United States, United Kingdom",2020,PG,"Children & Family Movies, Comedies",Four siblings with horribly selfish parents hatch a plan to get rid of them for good and form a perfectly imperfect family of their own.,movie,False,2020,90,"Adventure,Animation,Comedy",6.4,13902,2020
the witch,Robert Eggers,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Harvey Scrimshaw, Ellie Grainger, Lucas Dawson, Bathsheba Garnett, Sarah Stephens, Julian Richings, Wahab Chaudhry","United Kingdom, Canada, United States",2015,R,"Horror Movies, Independent Movies","Believing that a witch has cursed their family, pilgrims homesteading on the edge of a primeval New England forest become increasingly paranoid.",movie,False,2015,92,"Drama,Horror,Mystery",6.9,209900,2018
the witch files,Kyle Rankin,"Holly Taylor, Alice Ziolkoski, Britt Flatmo, Paget Brewster, Tara Robinson, Adrienne Rose White, Greg Finley, Valerie Mahaffey, Jared Boghosian, William Bornkessel",United States,2018,TV-14,"Horror Movies, Thrillers","A disparate group of teenage girls discovers how to obtain supernatural abilities, but abusing their newfound power has disturbing consequences.",movie,False,2018,87,"Horror,Thriller",4.5,855,2019
the witch: part 1 - the subversion,Park Hoon-jung,"Kim Da-mi, Cho Min-soo, Choi Woo-shik, Park Hee-soon, Choi Jung-woo, Ko Min-si, Oh Mi-hee, Kim Byung-ok",South Korea,2018,TV-MA,"Action & Adventure, International Movies, Sci-Fi & Fantasy",The life of a seemingly ordinary high school student with a mysterious past is turned upside down when a group of strangers show up and wreak havoc.,movie,False,2018,125,"Action,Mystery",7.1,6920,2020
the witcher,,"Henry Cavill, Anya Chalotra, Freya Allan, Jodhi May, MyAnna Buring, Joey Batey, Eamon Farren, Mimi Ndiweni, Björn Hlynur Haraldsson, Adam Levy, Lars Mikkelsen, Royce Pierreson, Wilson Radjou-Pujalte, Anna Shaffer","United States, Poland",2019,TV-MA,"TV Action & Adventure, TV Dramas, TV Mysteries","Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",tvEpisode,False,2019,3,"News,Short",8.2,54,2019
the witcher,,"Henry Cavill, Anya Chalotra, Freya Allan, Jodhi May, MyAnna Buring, Joey Batey, Eamon Farren, Mimi Ndiweni, Björn Hlynur Haraldsson, Adam Levy, Lars Mikkelsen, Royce Pierreson, Wilson Radjou-Pujalte, Anna Shaffer","United States, Poland",2019,TV-MA,"TV Action & Adventure, TV Dramas, TV Mysteries","Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",tvSeries,False,2019,60,"Action,Adventure,Fantasy",8.2,309107,2019
the witness who didn't see anything,"Muhammad Fadl, Hany Motawie","Adel Imam, Nahed Gabr, Omar El-Hariri, Nazim Sharawy, Badr Nofal, Saeed Tarabeek, Hala Fakher, Samir Waley Eldein, Sami Gawhar, Shawqi Shamekh, Nasr Seif",Egypt,1976,TV-PG,"Comedies, International Movies","Pressured by cops into testifying as an eyewitness to a neighbor's murder, a children's TV host takes on a new persona after the trial.",tvSpecial,False,1976,157,Comedy,8.3,310,2020
the women who kill lions,Neil Rawles,,United Kingdom,2016,TV-MA,"Documentaries, International Movies",Experience an up-close look at the controversial passion and resulting infamy of big-game hunters Rebecca Francis and Jacine Jadresko.,tvMovie,False,2016,47,Documentary,3.7,174,2017
the women's balcony,Emil Ben-Shimon,"Evelin Hagoel, Igal Naor, Orna Banay, Einat Sarouf, Avraham Aviv Alush, Itzik Cohen, Yafit Asulin, Sharona Elimelech, Herzl Tobey, Haim Znati",Israel,2016,TV-PG,"Comedies, Dramas, Faith & Spirituality","A conservative rabbi steps in to lead a congregation reeling from an accident, but his controversial plans incite a gender war among the congregation.",movie,False,2016,96,"Comedy,Drama",6.5,694,2017
the woods,,"Grzegorz Damięcki, Agnieszka Grochowska, Hubert Miłkowski, Wiktoria Filus, Jacek Koman, Krzysztof Zarzecki, Ewa Skibińska, Martyna Byczkowska, Roman Gancarczyk, Adam Wietrzyński","Poland, United States",2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Evidence found on the body of a homicide victim sparks hope in a prosecutor that his sister who disappeared 25 years earlier could still be alive.,movie,False,2020,60,Horror,6.0,9,2020
the woods,,"Grzegorz Damięcki, Agnieszka Grochowska, Hubert Miłkowski, Wiktoria Filus, Jacek Koman, Krzysztof Zarzecki, Ewa Skibińska, Martyna Byczkowska, Roman Gancarczyk, Adam Wietrzyński","Poland, United States",2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Evidence found on the body of a homicide victim sparks hope in a prosecutor that his sister who disappeared 25 years earlier could still be alive.,tvMiniSeries,False,2020,51,"Crime,Drama,Mystery",6.5,4240,2020
the workshop,Laurent Cantet,"Marina Foïs, Matthieu Lucci, Warda Rammach, Issam Talbi, Florian Beaujean, Mamadou Doumbia, Julien Souve, Mélissa Guilbert, Olivier Thouret, Lény Sellam",France,2017,TV-MA,"Dramas, International Movies","In an old shipyard town in France, sociopolitical tensions beset a writing workshop where the instructor notices a student with a dark side.",movie,False,2017,113,"Drama,Mystery,Thriller",6.5,1824,2018
the world is not enough,Michael Apted,"Pierce Brosnan, Sophie Marceau, Robert Carlyle, Denise Richards, Robbie Coltrane, Judi Dench, Desmond Llewelyn, John Cleese, Maria Grazia Cucinotta","United Kingdom, United States",1999,PG-13,Action & Adventure,"Greed, revenge, world domination: It's all in a day's work for James Bond, who's on a mission to protect an oil heiress from a notorious terrorist.",movie,False,1999,128,"Action,Adventure,Crime",6.4,189775,2019
the world is yours,Romain Gavras,"Isabelle Adjani, Karim Leklou, François Damiens, Vincent Cassel, Oulaya Amamra",France,2018,TV-MA,"Action & Adventure, Comedies, International Movies","To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother.",movie,False,2018,102,"Comedy,Crime",6.4,3780,2018
